candidate_id,scale,log_completed_48000,manifest_protocol_ok,mae_pp,rmse_pp,bias_pp,r2,pearson,delta_mae_vs_zcenter,delta_r2_vs_zcenter,delta_pearson_vs_zcenter,delta_mae_vs_c005,delta_r2_vs_c005,delta_pearson_vs_c005
C008_inlet_k_synthetic_fullplane_s0p35,0.35,True,True,14.76899495,18.739676815345476,-4.335300725000001,-0.3738588496510471,0.28160955502614543,-6.3424131374999995,1.6324716075679535,0.1658530735413546,-4.957277999999999,1.2342162905432135,0.1822942594870796
C009_inlet_k_synthetic_fullplane_s0p70,0.7,True,True,14.677544574999999,18.643675779275984,-4.5584198,-0.3598186886134105,0.2834105384611786,-6.4338635125,1.6465117686055901,0.16765405697638774,-5.048728375,1.24825645158085,0.18409524292211277
