transform,n,mae_pp,rmse_pp,bias_pp,r2,pearson,mean_nearest_distance_m,max_nearest_distance_m,unique_matched_predictions
identity,80,23.971843825,29.095178133305044,-20.833386100000002,-2.3117684387292763,0.07178905100069646,0.0,0.0,80
flip_x,80,25.120497325,30.606896670029972,-21.959190725000003,-2.6648526393583603,0.02998549449794662,12.306949737881697,58.137767414994535,55
flip_y,80,23.123506924999997,28.199743152450594,-18.30608665,-2.111058857145896,0.06921328338461141,12.371351994125693,53.25645500782041,49
flip_x_and_y,80,26.7292283375,31.521961655380355,-21.3844475875,-2.887267208828449,-0.0967668511268654,9.966592043403754,31.38470965295043,55
swap_xy,80,27.110362950000003,32.40062823027015,-24.623728425000003,-3.1070007680341627,-0.007625084334767859,14.069220461870511,42.746344872983,44
swap_xy_flip_new_x,80,26.184839525,31.201041961706856,-21.3679147,-2.808518917687635,-0.08430855658495055,17.344932404843625,52.547597471245055,42
swap_xy_flip_new_y,80,25.9433925625,31.967922112831832,-23.1614818125,-2.9980363545427196,-0.12168123557252417,17.463299738853728,47.4236228055175,35
swap_xy_flip_both,80,26.680596174999998,32.169757077456815,-21.750156600000004,-3.048680303910287,-0.26306888584225513,14.744059596370175,38.70723446592381,46
