domain_basis,scenario,dx_m,nx,ny,nz,cell_count,decomposition,bytes_per_cell,required_total_gib,required_per_gpu_gib,gpu_count,min_free_gib,headroom_fraction,headroom_ok,readiness,evidence_type,claim_boundary
current_generator_fixed_domain,optimistic_fp16s_core,1.0,600,800,241,115680000,2x2x1,256,27.58,6.895,0,0.0,-1.0,False,high_risk_or_blocked,newly_run,"memory/readiness audit only; not solver output, accuracy evidence, or mesh-independence evidence"
current_generator_fixed_domain,moderate_fp16s_plus_overhead,1.0,600,800,241,115680000,2x2x1,512,55.161,13.79,0,0.0,-1.0,False,high_risk_or_blocked,newly_run,"memory/readiness audit only; not solver output, accuracy evidence, or mesh-independence evidence"
current_generator_fixed_domain,conservative_runtime_overhead,1.0,600,800,241,115680000,2x2x1,1024,110.321,27.58,0,0.0,-1.0,False,high_risk_or_blocked,newly_run,"memory/readiness audit only; not solver output, accuracy evidence, or mesh-independence evidence"
conservative_stl_padding_estimate,optimistic_fp16s_core,1.0,996,1596,361,573851376,2x2x1,256,136.817,34.204,0,0.0,-1.0,False,high_risk_or_blocked,newly_run,"memory/readiness audit only; not solver output, accuracy evidence, or mesh-independence evidence"
conservative_stl_padding_estimate,moderate_fp16s_plus_overhead,1.0,996,1596,361,573851376,2x2x1,512,273.634,68.408,0,0.0,-1.0,False,high_risk_or_blocked,newly_run,"memory/readiness audit only; not solver output, accuracy evidence, or mesh-independence evidence"
conservative_stl_padding_estimate,conservative_runtime_overhead,1.0,996,1596,361,573851376,2x2x1,1024,547.267,136.817,0,0.0,-1.0,False,high_risk_or_blocked,newly_run,"memory/readiness audit only; not solver output, accuracy evidence, or mesh-independence evidence"
