run_id,mae_pp,rmse_pp,bias_pp,r2,pearson,pred_mean
dx2_base,31.4357328125,35.77367888005809,-31.233373937499998,-4.006625771416266,-0.001683341951521638,0.11016626199999999
dx2_gshift1_nu0167,28.150325925000004,33.122850543151344,-27.060852125,-3.2921345915923457,0.011826294948583378,0.151891480125
dx2_gshift1_nu005,26.229671399999997,31.396764591046395,-24.1638692,-2.8564500930827688,0.01738470935214101,0.180861309375
dx2_gshift1_nu001,23.971843712499997,29.09517811414642,-20.8333859625,-2.3117683583310877,0.07178905303473038,0.214166140375
