run_id,evidence_type,height_m,n,mae_pp,rmse_pp,bias_pp,r2,pearson,pred_mean,official_mean,zero_solid_neighbor_count,claim_readiness
dx3_yn_sgs,newly_run,2.0,80,32.7942477375,37.194851488203106,-32.3625093375,-4.4123214200911,-0.06904848653270354,0.098874908,0.422500001375,27,blocked_accuracy_claim
dx3_yp_sgs_wind_audit,newly_run,2.0,80,32.5533844375,36.98916420736578,-32.0154141625,-4.352626730589029,-0.07628588243302463,0.10234585974999999,0.422500001375,27,blocked_accuracy_claim
dx3_yn_nosgs_audit,newly_run,2.0,80,32.7827983875,37.18602471317783,-32.350693137499995,-4.409752910039805,-0.06902079081626704,0.09899307,0.422500001375,27,blocked_accuracy_claim
dx2_yn_sgs_sampledt2000,newly_run,2.0,80,31.4357328125,35.77367888005809,-31.233373937499998,-4.006625771416266,-0.001683341951521638,0.11016626199999999,0.422500001375,27,blocked_accuracy_claim
