sampling_mode,claim_boundary,n,mae_pp,rmse_pp,bias_pp,r2,pearson,pred_mean,official_mean,paper_claim_readiness
raw_trilinear,formal,80,21.111408087500003,27.721032202147438,-16.4092161375,-2.0063304572190006,0.11575648148479084,0.25840784,0.422500001375,formal_gate_input
nearest_valid,diagnostic,80,18.7243996875,24.12362844973518,-13.2706496375,-1.2766862455559518,0.17604860120610186,0.289793505,0.422500001375,limitations_diagnostic_only
fluid_weighted,diagnostic,80,19.429717087500002,25.694638094822565,-14.664775837499999,-1.5828722851274248,0.17915697578185927,0.275852243,0.422500001375,limitations_diagnostic_only
vertical_valid_above,diagnostic,80,16.0406695125,19.935024364754863,-10.534936337500001,-0.5547174161968413,0.3369395075428097,0.317150638,0.422500001375,limitations_diagnostic_only
z_plus_half,diagnostic,80,18.760783675,23.832849523307527,-13.813302825,-1.2221320531732731,0.23952339885380133,0.284366973125,0.422500001375,limitations_diagnostic_only
