run_id,csv_path,csv_sha256,csv_git_tracked,csv_untracked_now,manifest_path,manifest_exists,manifest_evidence_boundary,run_log_count,run_logs,dx_m,steps,spinup,subgrid_enabled,inlet_turbulence_scale,validation_height_m,probe_count_manifest,formal_sampling_mode,sampling_column,n,mae_pp,rmse_pp,bias_pp,r2,pearson,paper_use,claim_readiness,formal_result_allowed
casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,da367553dc3b8eea22d00b926e5f1917342dfeec504120e33e72938662859f76,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,False,2.5,2.0,80,raw_trilinear,predicted_velocity_ratio,80,13.911236162500002,17.90426530580998,-3.7830907125,-0.2540964291683978,0.29367767575075826,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,da367553dc3b8eea22d00b926e5f1917342dfeec504120e33e72938662859f76,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,False,2.5,2.0,80,raw_trilinear,nearest_valid_velocity_ratio,80,17.7870168125,23.017025886108815,-11.351953137499999,-1.0726040111707933,0.15740992568967666,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,da367553dc3b8eea22d00b926e5f1917342dfeec504120e33e72938662859f76,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,False,2.5,2.0,80,raw_trilinear,fluid_weighted_velocity_ratio,80,15.8645925375,20.310110778355913,-6.448805737499999,-0.6137732282259973,0.2480025222662557,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,da367553dc3b8eea22d00b926e5f1917342dfeec504120e33e72938662859f76,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,False,2.5,2.0,80,raw_trilinear,vertical_valid_above_velocity_ratio,80,15.9162820125,20.204293719418505,-9.2510178875,-0.5970012971702576,0.26529518542375247,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,da367553dc3b8eea22d00b926e5f1917342dfeec504120e33e72938662859f76,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2p5_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,False,2.5,2.0,80,raw_trilinear,z_plus_half_velocity_ratio,80,13.0862288125,17.171485023771588,-4.641463312500001,-0.15354258767260154,0.33991461114432525,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,04c4e2d0b7a482610ca5601f1fd8b10e4f4a8c437580f77e505ff9908479a573,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,True,2.0,2.0,80,raw_trilinear,predicted_velocity_ratio,80,14.3858118625,18.443057257917655,-4.8973386375,-0.33071101307031925,0.28009027913979595,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,04c4e2d0b7a482610ca5601f1fd8b10e4f4a8c437580f77e505ff9908479a573,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,True,2.0,2.0,80,raw_trilinear,nearest_valid_velocity_ratio,80,18.3350224625,23.481933411972307,-12.9385327375,-1.1571762313041245,0.1561043605929338,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,04c4e2d0b7a482610ca5601f1fd8b10e4f4a8c437580f77e505ff9908479a573,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,True,2.0,2.0,80,raw_trilinear,fluid_weighted_velocity_ratio,80,16.5826168125,21.043603641771984,-7.769807687499999,-0.7324397844364106,0.2345607166704442,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,04c4e2d0b7a482610ca5601f1fd8b10e4f4a8c437580f77e505ff9908479a573,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,True,2.0,2.0,80,raw_trilinear,vertical_valid_above_velocity_ratio,80,16.937052,21.317115619726913,-11.368983525,-0.7777668493445,0.2368289915881194,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/casee_probe_time_mean.csv,04c4e2d0b7a482610ca5601f1fd8b10e4f4a8c437580f77e505ff9908479a573,False,True,docs/experiments/casee/native_cases/casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_k_synthetic_fullplane_s2_pmodes_steps48000_spin12000/citylbm_native_case_manifest.json,True,generated case only until FluidX3D run completes,0,,2.0,48000,12000,True,2.0,2.0,80,raw_trilinear,z_plus_half_velocity_ratio,80,13.325653399999998,17.55986049631561,-6.149330725,-0.2063131017834159,0.3214829511296523,local_candidate_diagnostic_only,blocked_missing_complete_run_log,False
