runbook_id,passed,claim_readiness,run_id,manifest_path_length,cleanup_done
R005_official_dx2_zcenter_replicate,True,runbook_codegen_preflight_passed; no_solver_run,casee_native_dx2_yn_sgs_gshift1_zoff1_nu0p001_pmodes_steps48000_spin12000_pf_R005,172,True
R006_wall_model_followup,True,runbook_codegen_preflight_passed; no_solver_run,casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_wall_vd_dil1_damp0_pmodes_steps48000_spin12000_pf_R006,202,True
R007_inlet_turbulence_followup,True,runbook_codegen_preflight_passed; no_solver_run,casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_afkfp_s2_pmodes_steps48000_spin12000_pf_R007,198,True
R008_dx1_feasibility_or_generation,True,runbook_codegen_preflight_passed; no_solver_run,casee_native_dx1_yn_sgs_gshift1_zoff0p5_nu0p001_pmodes_steps48000_spin12000_pf_R008,174,True
R010_c016_residual_channel_response_followup,True,runbook_codegen_preflight_passed; no_solver_run,casee_native_dx2_yn_nosgs_gshift1_zoff1_nu0p001_dom4x1x1_inlet_afkfp_s2_rt_c014_s1_pmodes_steps48000_spin12000_pf_R010,209,True
