candidate_id,status,evidence_type,log_completed_48000,probe_count_ok,manifest_protocol_ok,mae_pp,r2,pearson,delta_mae_vs_zcenter_pp,delta_r2_vs_zcenter,delta_pearson_vs_zcenter,mae_consistent_within_1pp,r2_consistent_within_0p2,pearson_positive,pass_condition_met,formal_release_allowed,claim_readiness
C005_dx2_domain_decomposition_ablation,completed_decomposition_sensitivity_warning,newly_run,True,True,True,19.7262730375,-1.608075055394031,0.09931531110580517,-1.3851350875000001,0.3982553068359458,-0.01644118327993406,False,False,True,False,False,limitations_ready_runtime_decomposition_ablation; blocked formal accuracy release
