index,returncode,tracked_sha256,release_sha256,nested_sha256
1,0,cad61c4081ff7c111de2f427cacd03adc4cc76b1083c5f03f1452460dc16cb0f,cad61c4081ff7c111de2f427cacd03adc4cc76b1083c5f03f1452460dc16cb0f,cad61c4081ff7c111de2f427cacd03adc4cc76b1083c5f03f1452460dc16cb0f
2,0,cad61c4081ff7c111de2f427cacd03adc4cc76b1083c5f03f1452460dc16cb0f,cad61c4081ff7c111de2f427cacd03adc4cc76b1083c5f03f1452460dc16cb0f,cad61c4081ff7c111de2f427cacd03adc4cc76b1083c5f03f1452460dc16cb0f
