"file_name","relative_path","bytes","sha256","zenodo_md5","md5_verified","downloaded_at","source_url","zenodo_api_download"
"AF_caseE.csv","docs/experiments/casee/official_data/AF_caseE.csv","222","267ae89113e9f51a8c437543bdc0549c9f352dced7ed571a3e6844082b555f77","a7e4f7e5a72070a47de56ad12a4eafdf","yes","2026-07-30T18:58:09+08:00","https://zenodo.org/records/15429018","https://zenodo.org/api/records/15429018/files/AF_caseE.csv/content"
"BD_caseE.stl","docs/experiments/casee/official_data/BD_caseE.stl","11847740","eef5cae06ea5be7b02f837ba291959e3de25aa47628f5eda1f164f5e4eb549d9","bc157b02c2bb90adedaf3a52e72722e4","yes","2026-07-30T18:58:09+08:00","https://zenodo.org/records/15429018","https://zenodo.org/api/records/15429018/files/BD_caseE.stl/content"
"RS_caseE.csv","docs/experiments/casee/official_data/RS_caseE.csv","66145","d2f687c052c21d734c0de2ade677984d62a348f2660e09dd6d2fc09e7586c799","aa96fb31207d9004f2ca9b76f7973304","yes","2026-07-30T18:58:09+08:00","https://zenodo.org/records/15429018","https://zenodo.org/api/records/15429018/files/RS_caseE.csv/content"
"MP_caseE.png","docs/experiments/casee/official_data/MP_caseE.png","970842","0fc868d42899783dea655cee10a47c79e148bf5febef6dfed7d293f6b50c96a3","922b1d3767af9fb184be5ae9cc9a83fe","yes","2026-07-30T18:58:09+08:00","https://zenodo.org/records/15429018","https://zenodo.org/api/records/15429018/files/MP_caseE.png/content"
"readme_caseE.md","docs/experiments/casee/official_data/readme_caseE.md","3624","a879d029decf0ebd41362fb4693b246fb9629c518167aa02e82c8d861e86ecb5","8b7d80aad61694ae4a7d8771a5e79388","yes","2026-07-30T18:58:09+08:00","https://zenodo.org/records/15429018","https://zenodo.org/api/records/15429018/files/readme_caseE.md/content"
"LF_caseE.xls","docs/experiments/casee/official_data/LF_caseE.xls","132608","462c6dbf875fd47630102bf9eab607749d9f713a71ee313e7bc59315aee7441a","76dc06c0452807cfafd91afefb868c4f","yes","2026-07-30T18:58:09+08:00","https://zenodo.org/records/15429018","https://zenodo.org/api/records/15429018/files/LF_caseE.xls/content"
