No.,case,Wind_direction,x(m),y(m),z(m),Velocity_Ratio
12,bc,S,-133,21,2,0.22
13,bc,S,-97,19,2,0.28
14,bc,S,-84,22.5,2,0.4
15,bc,S,-65.5,29.5,2,0.44
16,bc,S,-47.5,36.5,2,0.44
17,bc,S,-25,47,2,0.36
18,bc,S,-5,56,2,0.24
19,bc,S,13.5,64.5,2,0.3
20,bc,S,50,81.5,2,0.14
21,bc,S,87,97.5,2,0.28
22,bc,S,-114.5,-8,2,0.26
23,bc,S,-90.5,8,2,0.22
24,bc,S,-56,33,2,0.46
25,bc,S,-51,22,2,0.36
26,bc,S,-46.5,11,2,0.26
27,bc,S,-39,16,2,0.28
28,bc,S,-39.5,-4,2,0.2
29,bc,S,-32,0,2,0.2
30,bc,S,-39,-11,2,0.18
31,bc,S,6.5,52,2,0.52
32,bc,S,65.5,74.5,2,0.52
33,bc,S,73.5,56.5,2,0.67
34,bc,S,-117.5,-32,2,0.18
35,bc,S,-86.5,-35.5,2,0.16
36,bc,S,-75,-31.5,2,0.24
37,bc,S,-55.5,-23,2,0.1
38,bc,S,-26,-10,2,0.24
39,bc,S,-9,-2.5,2,0.28
40,bc,S,6.5,4.5,2,0.32
41,bc,S,29.5,15,2,0.38
42,bc,S,53,26,2,0.44
43,bc,S,67.5,32.5,2,0.57
44,bc,S,83,39,2,0.55
45,bc,S,120.5,56.5,2,0.26
46,bc,S,-121,-56.5,2,0.24
47,bc,S,-96.5,-59.5,2,0.2
48,bc,S,-77,-59,2,0.26
49,bc,S,-59.5,-51.5,2,0.38
50,bc,S,-45.5,-45,2,0.14
51,bc,S,-24.5,-19.5,2,0.22
52,bc,S,-31,-23.5,2,0.26
53,bc,S,-24.5,-38,2,0.26
54,bc,S,-20,-30.5,2,0.28
55,bc,S,-11,-50,2,0.32
56,bc,S,38,5.5,2,0.44
57,bc,S,74,22,2,0.52
58,bc,S,63,0.5,2,0.42
59,bc,S,50.5,-22.5,2,0.32
60,bc,S,88.5,-6,2,0.18
61,bc,S,31,0,2,0.18
62,bc,S,39.5,-20,2,0.18
63,bc,S,92.5,20,2,0.44
64,bc,S,100.5,3.5,2,0.4
65,bc,S,-83,-94,2,0.24
66,bc,S,-49.5,-78.5,2,0.2
67,bc,S,-10,-59.5,2,0.26
68,bc,S,1,-54,2,0.42
69,bc,S,26,-43,2,0.2
70,bc,S,46.5,-33.5,2,0.44
71,bc,S,66.5,-24.5,2,0.2
72,bc,S,82,-17.5,2,0.16
73,bc,S,98.5,-9.5,2,0.32
74,bc,S,56.5,-54.5,2,0.24
75,bc,S,109,-17.5,2,0.55
76,bc,S,116,-30.5,2,0.61
77,bc,S,5,-94,2,0.36
78,bc,S,45.5,-86.5,2,0.46
79,bc,S,81.5,-69.5,2,0.38
80,bc,S,125,-49.5,2,0.63
1,bc,SSW,-27,112,2,0.24
2,bc,SSW,-93,33,2,0.34
3,bc,SSW,-88,35,2,0.34
4,bc,SSW,-74,40,2,0.34
5,bc,SSW,-61,45.5,2,0.5
6,bc,SSW,-50.5,49.5,2,0.5
7,bc,SSW,-33.5,57.5,2,0.57
8,bc,SSW,-9.5,69,2,0.38
9,bc,SSW,7,76.5,2,0.18
10,bc,SSW,45,94,2,0.28
11,bc,SSW,80.5,110,2,0.52
12,bc,SSW,-133,21,2,0.18
13,bc,SSW,-97,19,2,0.18
14,bc,SSW,-84,22.5,2,0.34
15,bc,SSW,-65.5,29.5,2,0.42
16,bc,SSW,-47.5,36.5,2,0.42
17,bc,SSW,-25,47,2,0.32
18,bc,SSW,-5,56,2,0.3
19,bc,SSW,13.5,64.5,2,0.34
20,bc,SSW,50,81.5,2,0.14
21,bc,SSW,87,97.5,2,0.52
22,bc,SSW,-114.5,-8,2,0.34
23,bc,SSW,-90.5,8,2,0.14
24,bc,SSW,-56,33,2,0.4
25,bc,SSW,-51,22,2,0.28
26,bc,SSW,-46.5,11,2,0.22
27,bc,SSW,-39,16,2,0.22
28,bc,SSW,-39.5,-4,2,0.2
29,bc,SSW,-32,0,2,0.2
30,bc,SSW,-39,-11,2,0.18
31,bc,SSW,6.5,52,2,0.32
32,bc,SSW,65.5,74.5,2,0.42
33,bc,SSW,73.5,56.5,2,0.46
34,bc,SSW,-117.5,-32,2,0.34
35,bc,SSW,-86.5,-35.5,2,0.2
36,bc,SSW,-75,-31.5,2,0.22
37,bc,SSW,-55.5,-23,2,0.12
38,bc,SSW,-26,-10,2,0.32
39,bc,SSW,-9,-2.5,2,0.38
40,bc,SSW,6.5,4.5,2,0.54
41,bc,SSW,29.5,15,2,0.5
42,bc,SSW,53,26,2,0.46
43,bc,SSW,67.5,32.5,2,0.55
44,bc,SSW,83,39,2,0.59
45,bc,SSW,120.5,56.5,2,0.24
46,bc,SSW,-121,-56.5,2,0.24
47,bc,SSW,-96.5,-59.5,2,0.22
48,bc,SSW,-77,-59,2,0.22
49,bc,SSW,-59.5,-51.5,2,0.2
50,bc,SSW,-45.5,-45,2,0.14
51,bc,SSW,-24.5,-19.5,2,0.3
52,bc,SSW,-31,-23.5,2,0.26
53,bc,SSW,-24.5,-38,2,0.24
54,bc,SSW,-20,-30.5,2,0.4
55,bc,SSW,-11,-50,2,0.22
56,bc,SSW,38,5.5,2,0.24
57,bc,SSW,74,22,2,0.55
58,bc,SSW,63,0.5,2,0.44
59,bc,SSW,50.5,-22.5,2,0.24
60,bc,SSW,88.5,-6,2,0.24
61,bc,SSW,31,0,2,0.14
62,bc,SSW,39.5,-20,2,0.14
63,bc,SSW,92.5,20,2,0.44
64,bc,SSW,100.5,3.5,2,0.26
65,bc,SSW,-83,-94,2,0.4
66,bc,SSW,-49.5,-78.5,2,0.16
67,bc,SSW,-10,-59.5,2,0.26
68,bc,SSW,1,-54,2,0.34
69,bc,SSW,26,-43,2,0.2
70,bc,SSW,46.5,-33.5,2,0.32
71,bc,SSW,66.5,-24.5,2,0.24
72,bc,SSW,82,-17.5,2,0.2
73,bc,SSW,98.5,-9.5,2,0.2
74,bc,SSW,56.5,-54.5,2,0.3
75,bc,SSW,109,-17.5,2,0.32
76,bc,SSW,116,-30.5,2,0.32
77,bc,SSW,5,-94,2,0.36
78,bc,SSW,45.5,-86.5,2,0.5
79,bc,SSW,81.5,-69.5,2,0.48
80,bc,SSW,125,-49.5,2,0.5
1,bc,SW,-27,112,2,0.26
2,bc,SW,-93,33,2,0.42
3,bc,SW,-88,35,2,0.36
4,bc,SW,-74,40,2,0.36
5,bc,SW,-61,45.5,2,0.48
6,bc,SW,-50.5,49.5,2,0.54
7,bc,SW,-33.5,57.5,2,0.55
8,bc,SW,-9.5,69,2,0.5
9,bc,SW,7,76.5,2,0.3
10,bc,SW,45,94,2,0.28
11,bc,SW,80.5,110,2,0.48
12,bc,SW,-133,21,2,0.34
13,bc,SW,-97,19,2,0.2
14,bc,SW,-84,22.5,2,0.3
15,bc,SW,-65.5,29.5,2,0.44
16,bc,SW,-47.5,36.5,2,0.44
17,bc,SW,-25,47,2,0.54
18,bc,SW,-5,56,2,0.3
19,bc,SW,13.5,64.5,2,0.3
20,bc,SW,50,81.5,2,0.2
21,bc,SW,87,97.5,2,0.59
22,bc,SW,-114.5,-8,2,0.42
23,bc,SW,-90.5,8,2,0.16
24,bc,SW,-56,33,2,0.4
25,bc,SW,-51,22,2,0.28
26,bc,SW,-46.5,11,2,0.24
27,bc,SW,-39,16,2,0.22
28,bc,SW,-39.5,-4,2,0.24
29,bc,SW,-32,0,2,0.26
30,bc,SW,-39,-11,2,0.22
31,bc,SW,6.5,52,2,0.16
32,bc,SW,65.5,74.5,2,0.36
33,bc,SW,73.5,56.5,2,0.32
34,bc,SW,-117.5,-32,2,0.4
35,bc,SW,-86.5,-35.5,2,0.36
36,bc,SW,-75,-31.5,2,0.24
37,bc,SW,-55.5,-23,2,0.16
38,bc,SW,-26,-10,2,0.44
39,bc,SW,-9,-2.5,2,0.44
40,bc,SW,6.5,4.5,2,0.55
41,bc,SW,29.5,15,2,0.5
42,bc,SW,53,26,2,0.46
43,bc,SW,67.5,32.5,2,0.55
44,bc,SW,83,39,2,0.61
45,bc,SW,120.5,56.5,2,0.34
46,bc,SW,-121,-56.5,2,0.38
47,bc,SW,-96.5,-59.5,2,0.2
48,bc,SW,-77,-59,2,0.24
49,bc,SW,-59.5,-51.5,2,0.36
50,bc,SW,-45.5,-45,2,0.18
51,bc,SW,-24.5,-19.5,2,0.26
52,bc,SW,-31,-23.5,2,0.22
53,bc,SW,-24.5,-38,2,0.22
54,bc,SW,-20,-30.5,2,0.32
55,bc,SW,-11,-50,2,0.26
56,bc,SW,38,5.5,2,0.24
57,bc,SW,74,22,2,0.61
58,bc,SW,63,0.5,2,0.5
59,bc,SW,50.5,-22.5,2,0.24
60,bc,SW,88.5,-6,2,0.4
61,bc,SW,31,0,2,0.14
62,bc,SW,39.5,-20,2,0.18
63,bc,SW,92.5,20,2,0.4
64,bc,SW,100.5,3.5,2,0.3
65,bc,SW,-83,-94,2,0.54
66,bc,SW,-49.5,-78.5,2,0.2
67,bc,SW,-10,-59.5,2,0.26
68,bc,SW,1,-54,2,0.4
69,bc,SW,26,-43,2,0.3
70,bc,SW,46.5,-33.5,2,0.4
71,bc,SW,66.5,-24.5,2,0.26
72,bc,SW,82,-17.5,2,0.26
73,bc,SW,98.5,-9.5,2,0.28
74,bc,SW,56.5,-54.5,2,0.28
75,bc,SW,109,-17.5,2,0.28
76,bc,SW,116,-30.5,2,0.34
77,bc,SW,5,-94,2,0.32
78,bc,SW,45.5,-86.5,2,0.55
79,bc,SW,81.5,-69.5,2,0.54
80,bc,SW,125,-49.5,2,0.4
1,bc,WSW,-27,112,2,0.32
2,bc,WSW,-93,33,2,0.57
3,bc,WSW,-88,35,2,0.44
4,bc,WSW,-74,40,2,0.38
5,bc,WSW,-61,45.5,2,0.42
6,bc,WSW,-50.5,49.5,2,0.48
7,bc,WSW,-33.5,57.5,2,0.48
8,bc,WSW,-9.5,69,2,0.42
9,bc,WSW,7,76.5,2,0.36
10,bc,WSW,45,94,2,0.32
11,bc,WSW,80.5,110,2,0.5
12,bc,WSW,-133,21,2,0.36
13,bc,WSW,-97,19,2,0.34
14,bc,WSW,-84,22.5,2,0.4
15,bc,WSW,-65.5,29.5,2,0.4
16,bc,WSW,-47.5,36.5,2,0.34
17,bc,WSW,-25,47,2,0.55
18,bc,WSW,-5,56,2,0.42
19,bc,WSW,13.5,64.5,2,0.52
20,bc,WSW,50,81.5,2,0.34
21,bc,WSW,87,97.5,2,0.54
22,bc,WSW,-114.5,-8,2,0.32
23,bc,WSW,-90.5,8,2,0.14
24,bc,WSW,-56,33,2,0.28
25,bc,WSW,-51,22,2,0.22
26,bc,WSW,-46.5,11,2,0.26
27,bc,WSW,-39,16,2,0.22
28,bc,WSW,-39.5,-4,2,0.34
29,bc,WSW,-32,0,2,0.34
30,bc,WSW,-39,-11,2,0.36
31,bc,WSW,6.5,52,2,0.2
32,bc,WSW,65.5,74.5,2,0.22
33,bc,WSW,73.5,56.5,2,0.22
34,bc,WSW,-117.5,-32,2,0.38
35,bc,WSW,-86.5,-35.5,2,0.36
36,bc,WSW,-75,-31.5,2,0.32
37,bc,WSW,-55.5,-23,2,0.26
38,bc,WSW,-26,-10,2,0.57
39,bc,WSW,-9,-2.5,2,0.57
40,bc,WSW,6.5,4.5,2,0.61
41,bc,WSW,29.5,15,2,0.52
42,bc,WSW,53,26,2,0.42
43,bc,WSW,67.5,32.5,2,0.44
44,bc,WSW,83,39,2,0.46
45,bc,WSW,120.5,56.5,2,0.38
46,bc,WSW,-121,-56.5,2,0.44
47,bc,WSW,-96.5,-59.5,2,0.18
48,bc,WSW,-77,-59,2,0.22
49,bc,WSW,-59.5,-51.5,2,0.38
50,bc,WSW,-45.5,-45,2,0.2
51,bc,WSW,-24.5,-19.5,2,0.3
52,bc,WSW,-31,-23.5,2,0.3
53,bc,WSW,-24.5,-38,2,0.36
54,bc,WSW,-20,-30.5,2,0.48
55,bc,WSW,-11,-50,2,0.32
56,bc,WSW,38,5.5,2,0.24
57,bc,WSW,74,22,2,0.48
58,bc,WSW,63,0.5,2,0.42
59,bc,WSW,50.5,-22.5,2,0.28
60,bc,WSW,88.5,-6,2,0.55
61,bc,WSW,31,0,2,0.16
62,bc,WSW,39.5,-20,2,0.24
63,bc,WSW,92.5,20,2,0.36
64,bc,WSW,100.5,3.5,2,0.4
65,bc,WSW,-83,-94,2,0.44
66,bc,WSW,-49.5,-78.5,2,0.44
67,bc,WSW,-10,-59.5,2,0.28
68,bc,WSW,1,-54,2,0.22
69,bc,WSW,26,-43,2,0.3
70,bc,WSW,46.5,-33.5,2,0.44
71,bc,WSW,66.5,-24.5,2,0.34
72,bc,WSW,82,-17.5,2,0.42
73,bc,WSW,98.5,-9.5,2,0.52
74,bc,WSW,56.5,-54.5,2,0.22
75,bc,WSW,109,-17.5,2,0.32
76,bc,WSW,116,-30.5,2,0.48
77,bc,WSW,5,-94,2,0.24
78,bc,WSW,45.5,-86.5,2,0.46
79,bc,WSW,81.5,-69.5,2,0.46
80,bc,WSW,125,-49.5,2,0.44
1,bc,W,-27,112,2,0.32
2,bc,W,-93,33,2,0.48
3,bc,W,-88,35,2,0.38
4,bc,W,-74,40,2,0.38
5,bc,W,-61,45.5,2,0.42
6,bc,W,-50.5,49.5,2,0.44
7,bc,W,-33.5,57.5,2,0.42
8,bc,W,-9.5,69,2,0.42
9,bc,W,7,76.5,2,0.32
10,bc,W,45,94,2,0.24
11,bc,W,80.5,110,2,0.26
12,bc,W,-133,21,2,0.46
13,bc,W,-97,19,2,0.46
14,bc,W,-84,22.5,2,0.5
15,bc,W,-65.5,29.5,2,0.42
16,bc,W,-47.5,36.5,2,0.26
17,bc,W,-25,47,2,0.5
18,bc,W,-5,56,2,0.52
19,bc,W,13.5,64.5,2,0.63
20,bc,W,50,81.5,2,0.4
21,bc,W,87,97.5,2,0.46
22,bc,W,-114.5,-8,2,0.14
23,bc,W,-90.5,8,2,0.16
24,bc,W,-56,33,2,0.32
25,bc,W,-51,22,2,0.28
26,bc,W,-46.5,11,2,0.3
27,bc,W,-39,16,2,0.26
28,bc,W,-39.5,-4,2,0.4
29,bc,W,-32,0,2,0.44
30,bc,W,-39,-11,2,0.38
31,bc,W,6.5,52,2,0.52
32,bc,W,65.5,74.5,2,0.16
33,bc,W,73.5,56.5,2,0.16
34,bc,W,-117.5,-32,2,0.38
35,bc,W,-86.5,-35.5,2,0.34
36,bc,W,-75,-31.5,2,0.28
37,bc,W,-55.5,-23,2,0.26
38,bc,W,-26,-10,2,0.63
39,bc,W,-9,-2.5,2,0.55
40,bc,W,6.5,4.5,2,0.57
41,bc,W,29.5,15,2,0.44
42,bc,W,53,26,2,0.28
43,bc,W,67.5,32.5,2,0.28
44,bc,W,83,39,2,0.26
45,bc,W,120.5,56.5,2,0.28
46,bc,W,-121,-56.5,2,0.26
47,bc,W,-96.5,-59.5,2,0.16
48,bc,W,-77,-59,2,0.18
49,bc,W,-59.5,-51.5,2,0.24
50,bc,W,-45.5,-45,2,0.16
51,bc,W,-24.5,-19.5,2,0.4
52,bc,W,-31,-23.5,2,0.22
53,bc,W,-24.5,-38,2,0.36
54,bc,W,-20,-30.5,2,0.46
55,bc,W,-11,-50,2,0.55
56,bc,W,38,5.5,2,0.26
57,bc,W,74,22,2,0.38
58,bc,W,63,0.5,2,0.44
59,bc,W,50.5,-22.5,2,0.26
60,bc,W,88.5,-6,2,0.54
61,bc,W,31,0,2,0.14
62,bc,W,39.5,-20,2,0.16
63,bc,W,92.5,20,2,0.28
64,bc,W,100.5,3.5,2,0.42
65,bc,W,-83,-94,2,0.26
66,bc,W,-49.5,-78.5,2,0.5
67,bc,W,-10,-59.5,2,0.4
68,bc,W,1,-54,2,0.28
69,bc,W,26,-43,2,0.42
70,bc,W,46.5,-33.5,2,0.46
71,bc,W,66.5,-24.5,2,0.42
72,bc,W,82,-17.5,2,0.44
73,bc,W,98.5,-9.5,2,0.54
74,bc,W,56.5,-54.5,2,0.22
75,bc,W,109,-17.5,2,0.28
76,bc,W,116,-30.5,2,0.4
77,bc,W,5,-94,2,0.3
78,bc,W,45.5,-86.5,2,0.34
79,bc,W,81.5,-69.5,2,0.32
80,bc,W,125,-49.5,2,0.32
1,bc,WNW,-27,112,2,0.3
2,bc,WNW,-93,33,2,0.32
3,bc,WNW,-88,35,2,0.2
4,bc,WNW,-74,40,2,0.24
5,bc,WNW,-61,45.5,2,0.18
6,bc,WNW,-50.5,49.5,2,0.16
7,bc,WNW,-33.5,57.5,2,0.24
8,bc,WNW,-9.5,69,2,0.32
9,bc,WNW,7,76.5,2,0.24
10,bc,WNW,45,94,2,0.16
11,bc,WNW,80.5,110,2,0.14
12,bc,WNW,-133,21,2,0.46
13,bc,WNW,-97,19,2,0.42
14,bc,WNW,-84,22.5,2,0.38
15,bc,WNW,-65.5,29.5,2,0.3
16,bc,WNW,-47.5,36.5,2,0.2
17,bc,WNW,-25,47,2,0.22
18,bc,WNW,-5,56,2,0.42
19,bc,WNW,13.5,64.5,2,0.54
20,bc,WNW,50,81.5,2,0.32
21,bc,WNW,87,97.5,2,0.26
22,bc,WNW,-114.5,-8,2,0.18
23,bc,WNW,-90.5,8,2,0.26
24,bc,WNW,-56,33,2,0.26
25,bc,WNW,-51,22,2,0.28
26,bc,WNW,-46.5,11,2,0.32
27,bc,WNW,-39,16,2,0.26
28,bc,WNW,-39.5,-4,2,0.44
29,bc,WNW,-32,0,2,0.42
30,bc,WNW,-39,-11,2,0.42
31,bc,WNW,6.5,52,2,0.54
32,bc,WNW,65.5,74.5,2,0.26
33,bc,WNW,73.5,56.5,2,0.34
34,bc,WNW,-117.5,-32,2,0.28
35,bc,WNW,-86.5,-35.5,2,0.26
36,bc,WNW,-75,-31.5,2,0.24
37,bc,WNW,-55.5,-23,2,0.32
38,bc,WNW,-26,-10,2,0.61
39,bc,WNW,-9,-2.5,2,0.5
40,bc,WNW,6.5,4.5,2,0.42
41,bc,WNW,29.5,15,2,0.28
42,bc,WNW,53,26,2,0.28
43,bc,WNW,67.5,32.5,2,0.28
44,bc,WNW,83,39,2,0.28
45,bc,WNW,120.5,56.5,2,0.28
46,bc,WNW,-121,-56.5,2,0.18
47,bc,WNW,-96.5,-59.5,2,0.24
48,bc,WNW,-77,-59,2,0.22
49,bc,WNW,-59.5,-51.5,2,0.24
50,bc,WNW,-45.5,-45,2,0.16
51,bc,WNW,-24.5,-19.5,2,0.48
52,bc,WNW,-31,-23.5,2,0.18
53,bc,WNW,-24.5,-38,2,0.28
54,bc,WNW,-20,-30.5,2,0.44
55,bc,WNW,-11,-50,2,0.55
56,bc,WNW,38,5.5,2,0.26
57,bc,WNW,74,22,2,0.34
58,bc,WNW,63,0.5,2,0.34
59,bc,WNW,50.5,-22.5,2,0.26
60,bc,WNW,88.5,-6,2,0.44
61,bc,WNW,31,0,2,0.18
62,bc,WNW,39.5,-20,2,0.16
63,bc,WNW,92.5,20,2,0.34
64,bc,WNW,100.5,3.5,2,0.42
65,bc,WNW,-83,-94,2,0.32
66,bc,WNW,-49.5,-78.5,2,0.4
67,bc,WNW,-10,-59.5,2,0.5
68,bc,WNW,1,-54,2,0.32
69,bc,WNW,26,-43,2,0.38
70,bc,WNW,46.5,-33.5,2,0.32
71,bc,WNW,66.5,-24.5,2,0.38
72,bc,WNW,82,-17.5,2,0.38
73,bc,WNW,98.5,-9.5,2,0.5
74,bc,WNW,56.5,-54.5,2,0.22
75,bc,WNW,109,-17.5,2,0.3
76,bc,WNW,116,-30.5,2,0.34
77,bc,WNW,5,-94,2,0.46
78,bc,WNW,45.5,-86.5,2,0.42
79,bc,WNW,81.5,-69.5,2,0.26
80,bc,WNW,125,-49.5,2,0.3
1,bc,NW,-27,112,2,0.38
2,bc,NW,-93,33,2,0.3
3,bc,NW,-88,35,2,0.16
4,bc,NW,-74,40,2,0.16
5,bc,NW,-61,45.5,2,0.2
6,bc,NW,-50.5,49.5,2,0.2
7,bc,NW,-33.5,57.5,2,0.3
8,bc,NW,-9.5,69,2,0.32
9,bc,NW,7,76.5,2,0.26
10,bc,NW,45,94,2,0.16
11,bc,NW,80.5,110,2,0.1
12,bc,NW,-133,21,2,0.42
13,bc,NW,-97,19,2,0.38
14,bc,NW,-84,22.5,2,0.3
15,bc,NW,-65.5,29.5,2,0.24
16,bc,NW,-47.5,36.5,2,0.32
17,bc,NW,-25,47,2,0.22
18,bc,NW,-5,56,2,0.46
19,bc,NW,13.5,64.5,2,0.4
20,bc,NW,50,81.5,2,0.28
21,bc,NW,87,97.5,2,0.2
22,bc,NW,-114.5,-8,2,0.22
23,bc,NW,-90.5,8,2,0.26
24,bc,NW,-56,33,2,0.32
25,bc,NW,-51,22,2,0.36
26,bc,NW,-46.5,11,2,0.34
27,bc,NW,-39,16,2,0.26
28,bc,NW,-39.5,-4,2,0.4
29,bc,NW,-32,0,2,0.4
30,bc,NW,-39,-11,2,0.42
31,bc,NW,6.5,52,2,0.5
32,bc,NW,65.5,74.5,2,0.34
33,bc,NW,73.5,56.5,2,0.46
34,bc,NW,-117.5,-32,2,0.3
35,bc,NW,-86.5,-35.5,2,0.3
36,bc,NW,-75,-31.5,2,0.28
37,bc,NW,-55.5,-23,2,0.26
38,bc,NW,-26,-10,2,0.48
39,bc,NW,-9,-2.5,2,0.44
40,bc,NW,6.5,4.5,2,0.24
41,bc,NW,29.5,15,2,0.32
42,bc,NW,53,26,2,0.22
43,bc,NW,67.5,32.5,2,0.16
44,bc,NW,83,39,2,0.38
45,bc,NW,120.5,56.5,2,0.28
46,bc,NW,-121,-56.5,2,0.22
47,bc,NW,-96.5,-59.5,2,0.22
48,bc,NW,-77,-59,2,0.26
49,bc,NW,-59.5,-51.5,2,0.24
50,bc,NW,-45.5,-45,2,0.14
51,bc,NW,-24.5,-19.5,2,0.5
52,bc,NW,-31,-23.5,2,0.2
53,bc,NW,-24.5,-38,2,0.2
54,bc,NW,-20,-30.5,2,0.4
55,bc,NW,-11,-50,2,0.32
56,bc,NW,38,5.5,2,0.28
57,bc,NW,74,22,2,0.26
58,bc,NW,63,0.5,2,0.46
59,bc,NW,50.5,-22.5,2,0.3
60,bc,NW,88.5,-6,2,0.46
61,bc,NW,31,0,2,0.16
62,bc,NW,39.5,-20,2,0.18
63,bc,NW,92.5,20,2,0.36
64,bc,NW,100.5,3.5,2,0.4
65,bc,NW,-83,-94,2,0.28
66,bc,NW,-49.5,-78.5,2,0.32
67,bc,NW,-10,-59.5,2,0.38
68,bc,NW,1,-54,2,0.26
69,bc,NW,26,-43,2,0.24
70,bc,NW,46.5,-33.5,2,0.28
71,bc,NW,66.5,-24.5,2,0.34
72,bc,NW,82,-17.5,2,0.38
73,bc,NW,98.5,-9.5,2,0.54
74,bc,NW,56.5,-54.5,2,0.2
75,bc,NW,109,-17.5,2,0.4
76,bc,NW,116,-30.5,2,0.4
77,bc,NW,5,-94,2,0.52
78,bc,NW,45.5,-86.5,2,0.34
79,bc,NW,81.5,-69.5,2,0.2
80,bc,NW,125,-49.5,2,0.36
1,bc,NNW,-27,112,2,0.22
2,bc,NNW,-93,33,2,0.14
3,bc,NNW,-88,35,2,0.16
4,bc,NNW,-74,40,2,0.16
5,bc,NNW,-61,45.5,2,0.28
6,bc,NNW,-50.5,49.5,2,0.36
7,bc,NNW,-33.5,57.5,2,0.34
8,bc,NNW,-9.5,69,2,0.26
9,bc,NNW,7,76.5,2,0.18
10,bc,NNW,45,94,2,0.14
11,bc,NNW,80.5,110,2,0.22
12,bc,NNW,-133,21,2,0.28
13,bc,NNW,-97,19,2,0.24
14,bc,NNW,-84,22.5,2,0.28
15,bc,NNW,-65.5,29.5,2,0.28
16,bc,NNW,-47.5,36.5,2,0.42
17,bc,NNW,-25,47,2,0.22
18,bc,NNW,-5,56,2,0.38
19,bc,NNW,13.5,64.5,2,0.3
20,bc,NNW,50,81.5,2,0.18
21,bc,NNW,87,97.5,2,0.28
22,bc,NNW,-114.5,-8,2,0.26
23,bc,NNW,-90.5,8,2,0.22
24,bc,NNW,-56,33,2,0.48
25,bc,NNW,-51,22,2,0.46
26,bc,NNW,-46.5,11,2,0.38
27,bc,NNW,-39,16,2,0.26
28,bc,NNW,-39.5,-4,2,0.4
29,bc,NNW,-32,0,2,0.42
30,bc,NNW,-39,-11,2,0.34
31,bc,NNW,6.5,52,2,0.38
32,bc,NNW,65.5,74.5,2,0.4
33,bc,NNW,73.5,56.5,2,0.46
34,bc,NNW,-117.5,-32,2,0.34
35,bc,NNW,-86.5,-35.5,2,0.4
36,bc,NNW,-75,-31.5,2,0.26
37,bc,NNW,-55.5,-23,2,0.26
38,bc,NNW,-26,-10,2,0.46
39,bc,NNW,-9,-2.5,2,0.4
40,bc,NNW,6.5,4.5,2,0.26
41,bc,NNW,29.5,15,2,0.22
42,bc,NNW,53,26,2,0.14
43,bc,NNW,67.5,32.5,2,0.2
44,bc,NNW,83,39,2,0.4
45,bc,NNW,120.5,56.5,2,0.22
46,bc,NNW,-121,-56.5,2,0.22
47,bc,NNW,-96.5,-59.5,2,0.22
48,bc,NNW,-77,-59,2,0.32
49,bc,NNW,-59.5,-51.5,2,0.22
50,bc,NNW,-45.5,-45,2,0.12
51,bc,NNW,-24.5,-19.5,2,0.54
52,bc,NNW,-31,-23.5,2,0.34
53,bc,NNW,-24.5,-38,2,0.38
54,bc,NNW,-20,-30.5,2,0.46
55,bc,NNW,-11,-50,2,0.36
56,bc,NNW,38,5.5,2,0.24
57,bc,NNW,74,22,2,0.36
58,bc,NNW,63,0.5,2,0.34
59,bc,NNW,50.5,-22.5,2,0.3
60,bc,NNW,88.5,-6,2,0.4
61,bc,NNW,31,0,2,0.16
62,bc,NNW,39.5,-20,2,0.18
63,bc,NNW,92.5,20,2,0.4
64,bc,NNW,100.5,3.5,2,0.38
65,bc,NNW,-83,-94,2,0.24
66,bc,NNW,-49.5,-78.5,2,0.22
67,bc,NNW,-10,-59.5,2,0.48
68,bc,NNW,1,-54,2,0.26
69,bc,NNW,26,-43,2,0.24
70,bc,NNW,46.5,-33.5,2,0.38
71,bc,NNW,66.5,-24.5,2,0.36
72,bc,NNW,82,-17.5,2,0.34
73,bc,NNW,98.5,-9.5,2,0.46
74,bc,NNW,56.5,-54.5,2,0.22
75,bc,NNW,109,-17.5,2,0.59
76,bc,NNW,116,-30.5,2,0.54
77,bc,NNW,5,-94,2,0.55
78,bc,NNW,45.5,-86.5,2,0.26
79,bc,NNW,81.5,-69.5,2,0.18
80,bc,NNW,125,-49.5,2,0.48
1,ac,N,-27,112,2,0.18
2,ac,N,-93,33,2,0.59
3,ac,N,-88,35,2,0.38
4,ac,N,-74,40,2,0.32
5,ac,N,-61,45.5,2,0.3
6,ac,N,-50.5,49.5,2,0.34
7,ac,N,-33.5,57.5,2,0.26
8,ac,N,-9.5,69,2,0.14
9,ac,N,7,76.5,2,0.12
10,ac,N,45,94,2,0.1
11,ac,N,80.5,110,2,0.55
12,ac,N,-133,21,2,0.3
13,ac,N,-97,19,2,0.59
14,ac,N,-84,22.5,2,0.46
15,ac,N,-65.5,29.5,2,0.4
16,ac,N,-47.5,36.5,2,0.38
17,ac,N,-25,47,2,0.2
18,ac,N,-5,56,2,0.28
19,ac,N,13.5,64.5,2,0.32
20,ac,N,50,81.5,2,0.2
21,ac,N,87,97.5,2,0.4
22,ac,N,-114.5,-8,2,0.59
23,ac,N,-90.5,8,2,0.54
24,ac,N,-56,33,2,0.46
25,ac,N,-51,22,2,0.52
26,ac,N,-46.5,11,2,0.55
27,ac,N,-39,16,2,0.48
28,ac,N,-39.5,-4,2,0.71
29,ac,N,-32,0,2,0.61
30,ac,N,-39,-11,2,0.69
31,ac,N,6.5,52,2,0.44
