No.,case,Wind_direction,x(m),y(m),z(m),Velocity_Ratio
32,ac,N,65.5,74.5,2,0.54
33,ac,N,73.5,56.5,2,0.52
34,ac,N,-117.5,-32,2,0.32
35,ac,N,-86.5,-35.5,2,0.5
36,ac,N,-75,-31.5,2,0.32
37,ac,N,-55.5,-23,2,0.48
38,ac,N,-26,-10,2,0.61
39,ac,N,-9,-2.5,2,0.26
40,ac,N,6.5,4.5,2,0.38
41,ac,N,29.5,15,2,0.46
42,ac,N,53,26,2,0.44
43,ac,N,67.5,32.5,2,0.3
44,ac,N,83,39,2,0.46
45,ac,N,120.5,56.5,2,0.2
46,ac,N,-121,-56.5,2,0.18
47,ac,N,-96.5,-59.5,2,0.2
48,ac,N,-77,-59,2,0.36
49,ac,N,-59.5,-51.5,2,0.3
50,ac,N,-45.5,-45,2,0.26
51,ac,N,-24.5,-19.5,2,0.69
52,ac,N,-31,-23.5,2,0.63
53,ac,N,-24.5,-38,2,0.57
54,ac,N,-20,-30.5,2,0.59
55,ac,N,-11,-50,2,0.38
56,ac,N,38,5.5,2,0.67
57,ac,N,74,22,2,0.34
58,ac,N,63,0.5,2,0.85
59,ac,N,50.5,-22.5,2,0.42
60,ac,N,88.5,-6,2,0.73
61,ac,N,31,0,2,0.54
62,ac,N,39.5,-20,2,0.69
63,ac,N,92.5,20,2,0.4
64,ac,N,100.5,3.5,2,0.44
65,ac,N,-83,-94,2,0.3
66,ac,N,-49.5,-78.5,2,0.32
67,ac,N,-10,-59.5,2,0.5
68,ac,N,1,-54,2,0.28
69,ac,N,26,-43,2,0.24
70,ac,N,46.5,-33.5,2,0.34
71,ac,N,66.5,-24.5,2,0.5
72,ac,N,82,-17.5,2,0.38
73,ac,N,98.5,-9.5,2,0.52
74,ac,N,56.5,-54.5,2,0.26
75,ac,N,109,-17.5,2,0.63
76,ac,N,116,-30.5,2,0.5
77,ac,N,5,-94,2,0.46
78,ac,N,45.5,-86.5,2,0.28
79,ac,N,81.5,-69.5,2,0.32
80,ac,N,125,-49.5,2,0.54
1,ac,NNE,-27,112,2,0.18
2,ac,NNE,-93,33,2,0.63
3,ac,NNE,-88,35,2,0.46
4,ac,NNE,-74,40,2,0.4
5,ac,NNE,-61,45.5,2,0.52
6,ac,NNE,-50.5,49.5,2,0.42
7,ac,NNE,-33.5,57.5,2,0.24
8,ac,NNE,-9.5,69,2,0.14
9,ac,NNE,7,76.5,2,0.14
10,ac,NNE,45,94,2,0.14
11,ac,NNE,80.5,110,2,0.46
12,ac,NNE,-133,21,2,0.42
13,ac,NNE,-97,19,2,0.73
14,ac,NNE,-84,22.5,2,0.59
15,ac,NNE,-65.5,29.5,2,0.52
16,ac,NNE,-47.5,36.5,2,0.52
17,ac,NNE,-25,47,2,0.26
18,ac,NNE,-5,56,2,0.2
19,ac,NNE,13.5,64.5,2,0.42
20,ac,NNE,50,81.5,2,0.26
21,ac,NNE,87,97.5,2,0.54
22,ac,NNE,-114.5,-8,2,0.69
23,ac,NNE,-90.5,8,2,0.5
24,ac,NNE,-56,33,2,0.54
25,ac,NNE,-51,22,2,0.5
26,ac,NNE,-46.5,11,2,0.5
27,ac,NNE,-39,16,2,0.28
28,ac,NNE,-39.5,-4,2,0.61
29,ac,NNE,-32,0,2,0.38
30,ac,NNE,-39,-11,2,0.67
31,ac,NNE,6.5,52,2,0.4
32,ac,NNE,65.5,74.5,2,0.38
33,ac,NNE,73.5,56.5,2,0.32
34,ac,NNE,-117.5,-32,2,0.38
35,ac,NNE,-86.5,-35.5,2,0.36
36,ac,NNE,-75,-31.5,2,0.69
37,ac,NNE,-55.5,-23,2,0.69
38,ac,NNE,-26,-10,2,0.5
39,ac,NNE,-9,-2.5,2,0.28
40,ac,NNE,6.5,4.5,2,0.52
41,ac,NNE,29.5,15,2,0.4
42,ac,NNE,53,26,2,0.48
43,ac,NNE,67.5,32.5,2,0.4
44,ac,NNE,83,39,2,0.34
45,ac,NNE,120.5,56.5,2,0.18
46,ac,NNE,-121,-56.5,2,0.26
47,ac,NNE,-96.5,-59.5,2,0.3
48,ac,NNE,-77,-59,2,0.48
49,ac,NNE,-59.5,-51.5,2,0.65
50,ac,NNE,-45.5,-45,2,0.46
51,ac,NNE,-24.5,-19.5,2,0.69
52,ac,NNE,-31,-23.5,2,0.71
53,ac,NNE,-24.5,-38,2,0.65
54,ac,NNE,-20,-30.5,2,0.69
55,ac,NNE,-11,-50,2,0.38
56,ac,NNE,38,5.5,2,0.65
57,ac,NNE,74,22,2,0.38
58,ac,NNE,63,0.5,2,0.65
59,ac,NNE,50.5,-22.5,2,0.38
60,ac,NNE,88.5,-6,2,0.69
61,ac,NNE,31,0,2,0.55
62,ac,NNE,39.5,-20,2,0.71
63,ac,NNE,92.5,20,2,0.3
64,ac,NNE,100.5,3.5,2,0.44
65,ac,NNE,-83,-94,2,0.42
66,ac,NNE,-49.5,-78.5,2,0.38
67,ac,NNE,-10,-59.5,2,0.5
68,ac,NNE,1,-54,2,0.34
69,ac,NNE,26,-43,2,0.28
70,ac,NNE,46.5,-33.5,2,0.3
71,ac,NNE,66.5,-24.5,2,0.61
72,ac,NNE,82,-17.5,2,0.52
73,ac,NNE,98.5,-9.5,2,0.54
74,ac,NNE,56.5,-54.5,2,0.16
75,ac,NNE,109,-17.5,2,0.57
76,ac,NNE,116,-30.5,2,0.48
77,ac,NNE,5,-94,2,0.44
78,ac,NNE,45.5,-86.5,2,0.32
79,ac,NNE,81.5,-69.5,2,0.44
80,ac,NNE,125,-49.5,2,0.46
1,ac,NE,-27,112,2,0.26
2,ac,NE,-93,33,2,0.73
3,ac,NE,-88,35,2,0.55
4,ac,NE,-74,40,2,0.59
5,ac,NE,-61,45.5,2,0.57
6,ac,NE,-50.5,49.5,2,0.42
7,ac,NE,-33.5,57.5,2,0.28
8,ac,NE,-9.5,69,2,0.22
9,ac,NE,7,76.5,2,0.26
10,ac,NE,45,94,2,0.26
11,ac,NE,80.5,110,2,0.5
12,ac,NE,-133,21,2,0.36
13,ac,NE,-97,19,2,0.67
14,ac,NE,-84,22.5,2,0.69
15,ac,NE,-65.5,29.5,2,0.73
16,ac,NE,-47.5,36.5,2,0.44
17,ac,NE,-25,47,2,0.3
18,ac,NE,-5,56,2,0.24
19,ac,NE,13.5,64.5,2,0.52
20,ac,NE,50,81.5,2,0.34
21,ac,NE,87,97.5,2,0.5
22,ac,NE,-114.5,-8,2,0.46
23,ac,NE,-90.5,8,2,0.38
24,ac,NE,-56,33,2,0.65
25,ac,NE,-51,22,2,0.52
26,ac,NE,-46.5,11,2,0.5
27,ac,NE,-39,16,2,0.46
28,ac,NE,-39.5,-4,2,0.79
29,ac,NE,-32,0,2,0.65
30,ac,NE,-39,-11,2,0.69
31,ac,NE,6.5,52,2,0.34
32,ac,NE,65.5,74.5,2,0.22
33,ac,NE,73.5,56.5,2,0.22
34,ac,NE,-117.5,-32,2,0.32
35,ac,NE,-86.5,-35.5,2,0.5
36,ac,NE,-75,-31.5,2,0.87
37,ac,NE,-55.5,-23,2,0.85
38,ac,NE,-26,-10,2,0.63
39,ac,NE,-9,-2.5,2,0.32
40,ac,NE,6.5,4.5,2,0.46
41,ac,NE,29.5,15,2,0.44
42,ac,NE,53,26,2,0.54
43,ac,NE,67.5,32.5,2,0.46
44,ac,NE,83,39,2,0.32
45,ac,NE,120.5,56.5,2,0.16
46,ac,NE,-121,-56.5,2,0.16
47,ac,NE,-96.5,-59.5,2,0.2
48,ac,NE,-77,-59,2,0.34
49,ac,NE,-59.5,-51.5,2,0.24
50,ac,NE,-45.5,-45,2,0.36
51,ac,NE,-24.5,-19.5,2,0.65
52,ac,NE,-31,-23.5,2,0.36
53,ac,NE,-24.5,-38,2,0.42
54,ac,NE,-20,-30.5,2,0.48
55,ac,NE,-11,-50,2,0.24
56,ac,NE,38,5.5,2,0.65
57,ac,NE,74,22,2,0.5
58,ac,NE,63,0.5,2,0.61
59,ac,NE,50.5,-22.5,2,0.36
60,ac,NE,88.5,-6,2,0.73
61,ac,NE,31,0,2,0.59
62,ac,NE,39.5,-20,2,0.63
63,ac,NE,92.5,20,2,0.4
64,ac,NE,100.5,3.5,2,0.57
65,ac,NE,-83,-94,2,0.5
66,ac,NE,-49.5,-78.5,2,0.38
67,ac,NE,-10,-59.5,2,0.36
68,ac,NE,1,-54,2,0.46
69,ac,NE,26,-43,2,0.32
70,ac,NE,46.5,-33.5,2,0.24
71,ac,NE,66.5,-24.5,2,0.59
72,ac,NE,82,-17.5,2,0.55
73,ac,NE,98.5,-9.5,2,0.57
74,ac,NE,56.5,-54.5,2,0.1
75,ac,NE,109,-17.5,2,0.42
76,ac,NE,116,-30.5,2,0.3
77,ac,NE,5,-94,2,0.54
78,ac,NE,45.5,-86.5,2,0.42
79,ac,NE,81.5,-69.5,2,0.46
80,ac,NE,125,-49.5,2,0.44
1,ac,ENE,-27,112,2,0.26
2,ac,ENE,-93,33,2,1.07
3,ac,ENE,-88,35,2,0.81
4,ac,ENE,-74,40,2,0.75
5,ac,ENE,-61,45.5,2,0.54
6,ac,ENE,-50.5,49.5,2,0.44
7,ac,ENE,-33.5,57.5,2,0.28
8,ac,ENE,-9.5,69,2,0.28
9,ac,ENE,7,76.5,2,0.28
10,ac,ENE,45,94,2,0.32
11,ac,ENE,80.5,110,2,0.46
12,ac,ENE,-133,21,2,0.65
13,ac,ENE,-97,19,2,0.97
14,ac,ENE,-84,22.5,2,1.03
15,ac,ENE,-65.5,29.5,2,0.79
16,ac,ENE,-47.5,36.5,2,0.34
17,ac,ENE,-25,47,2,0.34
18,ac,ENE,-5,56,2,0.22
19,ac,ENE,13.5,64.5,2,0.36
20,ac,ENE,50,81.5,2,0.32
21,ac,ENE,87,97.5,2,0.42
22,ac,ENE,-114.5,-8,2,0.54
23,ac,ENE,-90.5,8,2,0.42
24,ac,ENE,-56,33,2,0.73
25,ac,ENE,-51,22,2,0.57
26,ac,ENE,-46.5,11,2,0.5
27,ac,ENE,-39,16,2,0.55
28,ac,ENE,-39.5,-4,2,0.61
29,ac,ENE,-32,0,2,0.63
30,ac,ENE,-39,-11,2,0.63
31,ac,ENE,6.5,52,2,0.22
32,ac,ENE,65.5,74.5,2,0.18
33,ac,ENE,73.5,56.5,2,0.2
34,ac,ENE,-117.5,-32,2,0.36
35,ac,ENE,-86.5,-35.5,2,0.61
36,ac,ENE,-75,-31.5,2,0.93
37,ac,ENE,-55.5,-23,2,0.93
38,ac,ENE,-26,-10,2,0.5
39,ac,ENE,-9,-2.5,2,0.22
40,ac,ENE,6.5,4.5,2,0.32
41,ac,ENE,29.5,15,2,0.36
42,ac,ENE,53,26,2,0.5
43,ac,ENE,67.5,32.5,2,0.46
44,ac,ENE,83,39,2,0.36
45,ac,ENE,120.5,56.5,2,0.18
46,ac,ENE,-121,-56.5,2,0.24
47,ac,ENE,-96.5,-59.5,2,0.36
48,ac,ENE,-77,-59,2,0.36
49,ac,ENE,-59.5,-51.5,2,0.3
50,ac,ENE,-45.5,-45,2,0.4
51,ac,ENE,-24.5,-19.5,2,0.52
52,ac,ENE,-31,-23.5,2,0.36
53,ac,ENE,-24.5,-38,2,0.5
54,ac,ENE,-20,-30.5,2,0.5
55,ac,ENE,-11,-50,2,0.3
56,ac,ENE,38,5.5,2,0.38
57,ac,ENE,74,22,2,0.59
58,ac,ENE,63,0.5,2,0.36
59,ac,ENE,50.5,-22.5,2,0.36
60,ac,ENE,88.5,-6,2,0.54
61,ac,ENE,31,0,2,0.38
62,ac,ENE,39.5,-20,2,0.38
63,ac,ENE,92.5,20,2,0.5
64,ac,ENE,100.5,3.5,2,0.4
65,ac,ENE,-83,-94,2,0.42
66,ac,ENE,-49.5,-78.5,2,0.3
67,ac,ENE,-10,-59.5,2,0.32
68,ac,ENE,1,-54,2,0.2
69,ac,ENE,26,-43,2,0.22
70,ac,ENE,46.5,-33.5,2,0.4
71,ac,ENE,66.5,-24.5,2,0.46
72,ac,ENE,82,-17.5,2,0.5
73,ac,ENE,98.5,-9.5,2,0.3
74,ac,ENE,56.5,-54.5,2,0.1
75,ac,ENE,109,-17.5,2,0.24
76,ac,ENE,116,-30.5,2,0.24
77,ac,ENE,5,-94,2,0.28
78,ac,ENE,45.5,-86.5,2,0.36
79,ac,ENE,81.5,-69.5,2,0.36
80,ac,ENE,125,-49.5,2,0.46
1,ac,E,-27,112,2,0.22
2,ac,E,-93,33,2,1.37
3,ac,E,-88,35,2,0.95
4,ac,E,-74,40,2,0.77
5,ac,E,-61,45.5,2,0.59
6,ac,E,-50.5,49.5,2,0.44
7,ac,E,-33.5,57.5,2,0.3
8,ac,E,-9.5,69,2,0.3
9,ac,E,7,76.5,2,0.3
10,ac,E,45,94,2,0.36
11,ac,E,80.5,110,2,0.36
12,ac,E,-133,21,2,0.57
13,ac,E,-97,19,2,0.81
14,ac,E,-84,22.5,2,1.03
15,ac,E,-65.5,29.5,2,0.87
16,ac,E,-47.5,36.5,2,0.46
17,ac,E,-25,47,2,0.32
18,ac,E,-5,56,2,0.2
19,ac,E,13.5,64.5,2,0.3
20,ac,E,50,81.5,2,0.3
21,ac,E,87,97.5,2,0.28
22,ac,E,-114.5,-8,2,0.34
23,ac,E,-90.5,8,2,0.32
24,ac,E,-56,33,2,0.83
25,ac,E,-51,22,2,0.63
26,ac,E,-46.5,11,2,0.46
27,ac,E,-39,16,2,0.54
28,ac,E,-39.5,-4,2,0.46
29,ac,E,-32,0,2,0.48
30,ac,E,-39,-11,2,0.48
31,ac,E,6.5,52,2,0.24
32,ac,E,65.5,74.5,2,0.26
33,ac,E,73.5,56.5,2,0.34
34,ac,E,-117.5,-32,2,0.42
35,ac,E,-86.5,-35.5,2,0.5
36,ac,E,-75,-31.5,2,0.89
37,ac,E,-55.5,-23,2,0.73
38,ac,E,-26,-10,2,0.44
39,ac,E,-9,-2.5,2,0.22
40,ac,E,6.5,4.5,2,0.2
41,ac,E,29.5,15,2,0.28
42,ac,E,53,26,2,0.59
43,ac,E,67.5,32.5,2,0.52
44,ac,E,83,39,2,0.48
45,ac,E,120.5,56.5,2,0.18
46,ac,E,-121,-56.5,2,0.16
47,ac,E,-96.5,-59.5,2,0.44
48,ac,E,-77,-59,2,0.32
49,ac,E,-59.5,-51.5,2,0.34
50,ac,E,-45.5,-45,2,0.34
51,ac,E,-24.5,-19.5,2,0.46
52,ac,E,-31,-23.5,2,0.38
53,ac,E,-24.5,-38,2,0.44
54,ac,E,-20,-30.5,2,0.42
55,ac,E,-11,-50,2,0.2
56,ac,E,38,5.5,2,0.26
57,ac,E,74,22,2,0.71
58,ac,E,63,0.5,2,0.54
59,ac,E,50.5,-22.5,2,0.52
60,ac,E,88.5,-6,2,0.42
61,ac,E,31,0,2,0.28
62,ac,E,39.5,-20,2,0.59
63,ac,E,92.5,20,2,0.54
64,ac,E,100.5,3.5,2,0.22
65,ac,E,-83,-94,2,0.5
66,ac,E,-49.5,-78.5,2,0.32
67,ac,E,-10,-59.5,2,0.26
68,ac,E,1,-54,2,0.16
69,ac,E,26,-43,2,0.22
70,ac,E,46.5,-33.5,2,0.46
71,ac,E,66.5,-24.5,2,0.4
72,ac,E,82,-17.5,2,0.46
73,ac,E,98.5,-9.5,2,0.28
74,ac,E,56.5,-54.5,2,0.1
75,ac,E,109,-17.5,2,0.2
76,ac,E,116,-30.5,2,0.34
77,ac,E,5,-94,2,0.28
78,ac,E,45.5,-86.5,2,0.38
79,ac,E,81.5,-69.5,2,0.22
80,ac,E,125,-49.5,2,0.34
1,ac,ESE,-27,112,2,0.28
2,ac,ESE,-93,33,2,1.33
3,ac,ESE,-88,35,2,0.99
4,ac,ESE,-74,40,2,0.79
5,ac,ESE,-61,45.5,2,0.61
6,ac,ESE,-50.5,49.5,2,0.46
7,ac,ESE,-33.5,57.5,2,0.38
8,ac,ESE,-9.5,69,2,0.24
9,ac,ESE,7,76.5,2,0.3
10,ac,ESE,45,94,2,0.36
11,ac,ESE,80.5,110,2,0.2
12,ac,ESE,-133,21,2,0.26
13,ac,ESE,-97,19,2,0.42
14,ac,ESE,-84,22.5,2,0.54
15,ac,ESE,-65.5,29.5,2,0.91
16,ac,ESE,-47.5,36.5,2,0.57
17,ac,ESE,-25,47,2,0.4
18,ac,ESE,-5,56,2,0.2
19,ac,ESE,13.5,64.5,2,0.2
20,ac,ESE,50,81.5,2,0.22
21,ac,ESE,87,97.5,2,0.14
22,ac,ESE,-114.5,-8,2,0.4
23,ac,ESE,-90.5,8,2,0.32
24,ac,ESE,-56,33,2,0.81
25,ac,ESE,-51,22,2,0.61
26,ac,ESE,-46.5,11,2,0.42
27,ac,ESE,-39,16,2,0.48
28,ac,ESE,-39.5,-4,2,0.28
29,ac,ESE,-32,0,2,0.26
30,ac,ESE,-39,-11,2,0.28
31,ac,ESE,6.5,52,2,0.3
32,ac,ESE,65.5,74.5,2,0.46
33,ac,ESE,73.5,56.5,2,0.5
34,ac,ESE,-117.5,-32,2,0.36
35,ac,ESE,-86.5,-35.5,2,0.54
36,ac,ESE,-75,-31.5,2,0.89
37,ac,ESE,-55.5,-23,2,0.59
38,ac,ESE,-26,-10,2,0.28
39,ac,ESE,-9,-2.5,2,0.24
40,ac,ESE,6.5,4.5,2,0.3
41,ac,ESE,29.5,15,2,0.26
42,ac,ESE,53,26,2,0.5
43,ac,ESE,67.5,32.5,2,0.52
44,ac,ESE,83,39,2,0.48
45,ac,ESE,120.5,56.5,2,0.2
46,ac,ESE,-121,-56.5,2,0.16
47,ac,ESE,-96.5,-59.5,2,0.54
48,ac,ESE,-77,-59,2,0.38
49,ac,ESE,-59.5,-51.5,2,0.38
50,ac,ESE,-45.5,-45,2,0.2
51,ac,ESE,-24.5,-19.5,2,0.24
52,ac,ESE,-31,-23.5,2,0.28
53,ac,ESE,-24.5,-38,2,0.32
54,ac,ESE,-20,-30.5,2,0.22
55,ac,ESE,-11,-50,2,0.22
56,ac,ESE,38,5.5,2,0.34
57,ac,ESE,74,22,2,0.73
58,ac,ESE,63,0.5,2,0.63
59,ac,ESE,50.5,-22.5,2,0.5
60,ac,ESE,88.5,-6,2,0.26
61,ac,ESE,31,0,2,0.34
62,ac,ESE,39.5,-20,2,0.55
63,ac,ESE,92.5,20,2,0.48
64,ac,ESE,100.5,3.5,2,0.18
65,ac,ESE,-83,-94,2,0.3
66,ac,ESE,-49.5,-78.5,2,0.36
67,ac,ESE,-10,-59.5,2,0.32
68,ac,ESE,1,-54,2,0.14
69,ac,ESE,26,-43,2,0.38
70,ac,ESE,46.5,-33.5,2,0.3
71,ac,ESE,66.5,-24.5,2,0.36
72,ac,ESE,82,-17.5,2,0.38
73,ac,ESE,98.5,-9.5,2,0.36
74,ac,ESE,56.5,-54.5,2,0.18
75,ac,ESE,109,-17.5,2,0.26
76,ac,ESE,116,-30.5,2,0.42
77,ac,ESE,5,-94,2,0.24
78,ac,ESE,45.5,-86.5,2,0.32
79,ac,ESE,81.5,-69.5,2,0.42
80,ac,ESE,125,-49.5,2,0.42
1,ac,SE,-27,112,2,0.22
2,ac,SE,-93,33,2,0.61
3,ac,SE,-88,35,2,0.75
4,ac,SE,-74,40,2,0.67
5,ac,SE,-61,45.5,2,0.55
6,ac,SE,-50.5,49.5,2,0.55
7,ac,SE,-33.5,57.5,2,0.34
8,ac,SE,-9.5,69,2,0.22
9,ac,SE,7,76.5,2,0.2
10,ac,SE,45,94,2,0.3
11,ac,SE,80.5,110,2,0.2
12,ac,SE,-133,21,2,0.22
13,ac,SE,-97,19,2,0.4
14,ac,SE,-84,22.5,2,0.42
15,ac,SE,-65.5,29.5,2,0.85
16,ac,SE,-47.5,36.5,2,0.57
17,ac,SE,-25,47,2,0.4
18,ac,SE,-5,56,2,0.26
19,ac,SE,13.5,64.5,2,0.14
20,ac,SE,50,81.5,2,0.16
21,ac,SE,87,97.5,2,0.14
22,ac,SE,-114.5,-8,2,0.38
23,ac,SE,-90.5,8,2,0.24
24,ac,SE,-56,33,2,0.77
25,ac,SE,-51,22,2,0.61
26,ac,SE,-46.5,11,2,0.5
27,ac,SE,-39,16,2,0.48
28,ac,SE,-39.5,-4,2,0.4
29,ac,SE,-32,0,2,0.3
30,ac,SE,-39,-11,2,0.34
31,ac,SE,6.5,52,2,0.44
32,ac,SE,65.5,74.5,2,0.46
33,ac,SE,73.5,56.5,2,0.5
34,ac,SE,-117.5,-32,2,0.3
35,ac,SE,-86.5,-35.5,2,0.42
36,ac,SE,-75,-31.5,2,0.79
37,ac,SE,-55.5,-23,2,0.57
38,ac,SE,-26,-10,2,0.28
39,ac,SE,-9,-2.5,2,0.22
40,ac,SE,6.5,4.5,2,0.32
41,ac,SE,29.5,15,2,0.32
42,ac,SE,53,26,2,0.44
43,ac,SE,67.5,32.5,2,0.38
44,ac,SE,83,39,2,0.4
45,ac,SE,120.5,56.5,2,0.26
46,ac,SE,-121,-56.5,2,0.18
47,ac,SE,-96.5,-59.5,2,0.36
48,ac,SE,-77,-59,2,0.38
49,ac,SE,-59.5,-51.5,2,0.3
50,ac,SE,-45.5,-45,2,0.18
51,ac,SE,-24.5,-19.5,2,0.2
52,ac,SE,-31,-23.5,2,0.18
53,ac,SE,-24.5,-38,2,0.32
54,ac,SE,-20,-30.5,2,0.14
55,ac,SE,-11,-50,2,0.28
56,ac,SE,38,5.5,2,0.48
57,ac,SE,74,22,2,0.63
58,ac,SE,63,0.5,2,0.61
59,ac,SE,50.5,-22.5,2,0.46
60,ac,SE,88.5,-6,2,0.26
61,ac,SE,31,0,2,0.48
62,ac,SE,39.5,-20,2,0.5
63,ac,SE,92.5,20,2,0.4
64,ac,SE,100.5,3.5,2,0.34
65,ac,SE,-83,-94,2,0.24
66,ac,SE,-49.5,-78.5,2,0.2
67,ac,SE,-10,-59.5,2,0.34
68,ac,SE,1,-54,2,0.3
69,ac,SE,26,-43,2,0.2
70,ac,SE,46.5,-33.5,2,0.24
71,ac,SE,66.5,-24.5,2,0.28
72,ac,SE,82,-17.5,2,0.28
73,ac,SE,98.5,-9.5,2,0.38
74,ac,SE,56.5,-54.5,2,0.1
75,ac,SE,109,-17.5,2,0.46
76,ac,SE,116,-30.5,2,0.5
77,ac,SE,5,-94,2,0.4
78,ac,SE,45.5,-86.5,2,0.22
79,ac,SE,81.5,-69.5,2,0.28
80,ac,SE,125,-49.5,2,0.55
1,ac,SSE,-27,112,2,0.16
2,ac,SSE,-93,33,2,0.28
3,ac,SSE,-88,35,2,0.32
4,ac,SSE,-74,40,2,0.38
5,ac,SSE,-61,45.5,2,0.5
6,ac,SSE,-50.5,49.5,2,0.55
7,ac,SSE,-33.5,57.5,2,0.26
8,ac,SSE,-9.5,69,2,0.3
9,ac,SSE,7,76.5,2,0.18
10,ac,SSE,45,94,2,0.24
11,ac,SSE,80.5,110,2,0.3
12,ac,SSE,-133,21,2,0.14
13,ac,SSE,-97,19,2,0.22
14,ac,SSE,-84,22.5,2,0.38
15,ac,SSE,-65.5,29.5,2,0.75
16,ac,SSE,-47.5,36.5,2,0.55
17,ac,SSE,-25,47,2,0.48
18,ac,SSE,-5,56,2,0.3
19,ac,SSE,13.5,64.5,2,0.16
20,ac,SSE,50,81.5,2,0.16
21,ac,SSE,87,97.5,2,0.2
22,ac,SSE,-114.5,-8,2,0.44
23,ac,SSE,-90.5,8,2,0.18
24,ac,SSE,-56,33,2,0.73
25,ac,SSE,-51,22,2,0.63
26,ac,SSE,-46.5,11,2,0.61
27,ac,SSE,-39,16,2,0.55
28,ac,SSE,-39.5,-4,2,0.65
29,ac,SSE,-32,0,2,0.44
30,ac,SSE,-39,-11,2,0.52
31,ac,SSE,6.5,52,2,0.46
32,ac,SSE,65.5,74.5,2,0.46
33,ac,SSE,73.5,56.5,2,0.52
34,ac,SSE,-117.5,-32,2,0.22
35,ac,SSE,-86.5,-35.5,2,0.3
36,ac,SSE,-75,-31.5,2,0.59
37,ac,SSE,-55.5,-23,2,0.57
38,ac,SSE,-26,-10,2,0.38
39,ac,SSE,-9,-2.5,2,0.24
40,ac,SSE,6.5,4.5,2,0.4
41,ac,SSE,29.5,15,2,0.36
42,ac,SSE,53,26,2,0.32
43,ac,SSE,67.5,32.5,2,0.28
44,ac,SSE,83,39,2,0.46
45,ac,SSE,120.5,56.5,2,0.28
46,ac,SSE,-121,-56.5,2,0.18
47,ac,SSE,-96.5,-59.5,2,0.22
48,ac,SSE,-77,-59,2,0.28
49,ac,SSE,-59.5,-51.5,2,0.18
50,ac,SSE,-45.5,-45,2,0.16
51,ac,SSE,-24.5,-19.5,2,0.3
52,ac,SSE,-31,-23.5,2,0.2
53,ac,SSE,-24.5,-38,2,0.3
54,ac,SSE,-20,-30.5,2,0.22
55,ac,SSE,-11,-50,2,0.4
56,ac,SSE,38,5.5,2,0.54
57,ac,SSE,74,22,2,0.57
58,ac,SSE,63,0.5,2,0.61
59,ac,SSE,50.5,-22.5,2,0.32
60,ac,SSE,88.5,-6,2,0.44
61,ac,SSE,31,0,2,0.28
62,ac,SSE,39.5,-20,2,0.3
63,ac,SSE,92.5,20,2,0.52
64,ac,SSE,100.5,3.5,2,0.48
65,ac,SSE,-83,-94,2,0.2
66,ac,SSE,-49.5,-78.5,2,0.1
67,ac,SSE,-10,-59.5,2,0.36
68,ac,SSE,1,-54,2,0.5
69,ac,SSE,26,-43,2,0.18
70,ac,SSE,46.5,-33.5,2,0.18
71,ac,SSE,66.5,-24.5,2,0.26
72,ac,SSE,82,-17.5,2,0.3
73,ac,SSE,98.5,-9.5,2,0.38
74,ac,SSE,56.5,-54.5,2,0.12
75,ac,SSE,109,-17.5,2,0.54
76,ac,SSE,116,-30.5,2,0.59
77,ac,SSE,5,-94,2,0.48
78,ac,SSE,45.5,-86.5,2,0.24
79,ac,SSE,81.5,-69.5,2,0.18
80,ac,SSE,125,-49.5,2,0.59
1,ac,S,-27,112,2,0.16
2,ac,S,-93,33,2,0.5
3,ac,S,-88,35,2,0.48
4,ac,S,-74,40,2,0.5
5,ac,S,-61,45.5,2,0.44
6,ac,S,-50.5,49.5,2,0.48
7,ac,S,-33.5,57.5,2,0.32
8,ac,S,-9.5,69,2,0.28
9,ac,S,7,76.5,2,0.24
10,ac,S,45,94,2,0.3
11,ac,S,80.5,110,2,0.48
12,ac,S,-133,21,2,0.16
13,ac,S,-97,19,2,0.59
14,ac,S,-84,22.5,2,0.69
15,ac,S,-65.5,29.5,2,0.55
16,ac,S,-47.5,36.5,2,0.54
17,ac,S,-25,47,2,0.42
18,ac,S,-5,56,2,0.28
19,ac,S,13.5,64.5,2,0.22
20,ac,S,50,81.5,2,0.18
21,ac,S,87,97.5,2,0.38
22,ac,S,-114.5,-8,2,0.42
23,ac,S,-90.5,8,2,0.4
24,ac,S,-56,33,2,0.81
25,ac,S,-51,22,2,0.77
26,ac,S,-46.5,11,2,0.85
27,ac,S,-39,16,2,0.75
28,ac,S,-39.5,-4,2,0.83
29,ac,S,-32,0,2,0.52
30,ac,S,-39,-11,2,0.69
31,ac,S,6.5,52,2,0.55
32,ac,S,65.5,74.5,2,0.67
33,ac,S,73.5,56.5,2,0.65
34,ac,S,-117.5,-32,2,0.22
35,ac,S,-86.5,-35.5,2,0.22
36,ac,S,-75,-31.5,2,0.36
37,ac,S,-55.5,-23,2,0.54
38,ac,S,-26,-10,2,0.55
39,ac,S,-9,-2.5,2,0.3
40,ac,S,6.5,4.5,2,0.4
41,ac,S,29.5,15,2,0.67
42,ac,S,53,26,2,0.38
43,ac,S,67.5,32.5,2,0.36
44,ac,S,83,39,2,0.55
45,ac,S,120.5,56.5,2,0.28
46,ac,S,-121,-56.5,2,0.24
47,ac,S,-96.5,-59.5,2,0.2
48,ac,S,-77,-59,2,0.26
49,ac,S,-59.5,-51.5,2,0.28
